"","hgnc_symbol","ensembl_gene_id","entrezgene_id","gene_biotype","description"
"KIAA1549L","KIAA1549L","ENSG00000110427",25758,"protein_coding","KIAA1549 like [Source:HGNC Symbol;Acc:HGNC:24836]"
"HYPK","HYPK","ENSG00000242028",25764,"protein_coding","huntingtin interacting protein K [Source:HGNC Symbol;Acc:HGNC:18418]"
"PRPF40B","PRPF40B","ENSG00000110844",25766,"protein_coding","pre-mRNA processing factor 40 homolog B [Source:HGNC Symbol;Acc:HGNC:25031]"
"SLC24A2","SLC24A2","ENSG00000155886",25769,"protein_coding","solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976]"
"C22orf31","C22orf31","ENSG00000100249",25770,"protein_coding","chromosome 22 open reading frame 31 [Source:HGNC Symbol;Acc:HGNC:26931]"
"TBC1D22A","TBC1D22A","ENSG00000054611",25771,"protein_coding","TBC1 domain family member 22A [Source:HGNC Symbol;Acc:HGNC:1309]"
"C22orf24",NA,NA,NA,NA,NA
"CBY1","CBY1","ENSG00000100211",25776,"protein_coding","chibby 1, beta catenin antagonist [Source:HGNC Symbol;Acc:HGNC:1307]"
"SUN2","SUN2","ENSG00000100242",25777,"protein_coding","Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]"
"DSTYK","DSTYK","ENSG00000133059",25778,"protein_coding","dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:HGNC:29043]"
"RASGRP3","RASGRP3","ENSG00000152689",25780,"protein_coding","RAS guanyl releasing protein 3 [Source:HGNC Symbol;Acc:HGNC:14545]"
"RAB3GAP2","RAB3GAP2","ENSG00000118873",25782,"protein_coding","RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168]"
"DGCR11","DGCR11","ENSG00000273311",25786,"lncRNA","DiGeorge syndrome critical region gene 11 [Source:HGNC Symbol;Acc:HGNC:17226]"
"DGCR9",NA,NA,NA,NA,NA
"RAD54B","RAD54B","ENSG00000197275",25788,"protein_coding","RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228]"
"TMEM59L","TMEM59L","ENSG00000105696",25789,"protein_coding","transmembrane protein 59 like [Source:HGNC Symbol;Acc:HGNC:13237]"
"CFAP45","CFAP45","ENSG00000213085",25790,"protein_coding","cilia and flagella associated protein 45 [Source:HGNC Symbol;Acc:HGNC:17229]"
"NGEF","NGEF","ENSG00000066248",25791,"protein_coding","neuronal guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:7807]"
"CIZ1","CIZ1","ENSG00000148337",25792,"protein_coding","CDKN1A interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:16744]"
"FBXO7","FBXO7","ENSG00000100225",25793,"protein_coding","F-box protein 7 [Source:HGNC Symbol;Acc:HGNC:13586]"
"FSCN2","FSCN2","ENSG00000186765",25794,"protein_coding","fascin actin-bundling protein 2, retinal [Source:HGNC Symbol;Acc:HGNC:3960]"
"PGLS","PGLS","ENSG00000130313",25796,"protein_coding","6-phosphogluconolactonase [Source:HGNC Symbol;Acc:HGNC:8903]"
"QPCT","QPCT","ENSG00000115828",25797,"protein_coding","glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]"
"BRI3","BRI3","ENSG00000164713",25798,"protein_coding","brain protein I3 [Source:HGNC Symbol;Acc:HGNC:1109]"
"ZNF324","ZNF324","ENSG00000083812",25799,"protein_coding","zinc finger protein 324 [Source:HGNC Symbol;Acc:HGNC:14096]"
"SLC39A6","SLC39A6","ENSG00000141424",25800,"protein_coding","solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607]"
"GCA","GCA","ENSG00000115271",25801,"protein_coding","grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]"
"LMOD1","LMOD1","ENSG00000163431",25802,"protein_coding","leiomodin 1 [Source:HGNC Symbol;Acc:HGNC:6647]"
"SPDEF","SPDEF","ENSG00000124664",25803,"protein_coding","SAM pointed domain containing ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:17257]"
"LSM4","LSM4","ENSG00000130520",25804,"protein_coding","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17259]"
"BAMBI","BAMBI","ENSG00000095739",25805,"protein_coding","BMP and activin membrane bound inhibitor [Source:HGNC Symbol;Acc:HGNC:30251]"
"VAX2","VAX2","ENSG00000116035",25806,"protein_coding","ventral anterior homeobox 2 [Source:HGNC Symbol;Acc:HGNC:12661]"
"RHBDD3","RHBDD3","ENSG00000100263",25807,"protein_coding","rhomboid domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1308]"
"TTLL1","TTLL1","ENSG00000100271",25809,"protein_coding","TTL family tubulin polyglutamylase complex subunit L1 [Source:HGNC Symbol;Acc:HGNC:1312]"
"POM121L1P","POM121L1P","ENSG00000183169",NA,"transcribed_unprocessed_pseudogene","POM121 transmembrane nucleoporin like 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:16439]"
"SAMM50","SAMM50","ENSG00000100347",25813,"protein_coding","SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:HGNC:24276]"
"ATXN10","ATXN10","ENSG00000130638",25814,"protein_coding","ataxin 10 [Source:HGNC Symbol;Acc:HGNC:10549]"
"TNFAIP8","TNFAIP8","ENSG00000145779",25816,"protein_coding","TNF alpha induced protein 8 [Source:HGNC Symbol;Acc:HGNC:17260]"
"TAFA5","TAFA5","ENSG00000219438",25817,"protein_coding","TAFA chemokine like family member 5 [Source:HGNC Symbol;Acc:HGNC:21592]"
"KLK5","KLK5","ENSG00000167754",25818,"protein_coding","kallikrein related peptidase 5 [Source:HGNC Symbol;Acc:HGNC:6366]"
"NOCT","NOCT","ENSG00000151014",25819,"protein_coding","nocturnin [Source:HGNC Symbol;Acc:HGNC:14254]"
"ARIH1","ARIH1","ENSG00000166233",25820,"protein_coding","ariadne RBR E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:689]"
"MTO1","MTO1","ENSG00000135297",25821,"protein_coding","mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:HGNC:19261]"
"DNAJB5","DNAJB5","ENSG00000137094",25822,"protein_coding","DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]"
"TPSG1","TPSG1","ENSG00000116176",25823,"protein_coding","tryptase gamma 1 [Source:HGNC Symbol;Acc:HGNC:14134]"
"PRDX5","PRDX5","ENSG00000126432",25824,"protein_coding","peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]"
"BACE2","BACE2","ENSG00000182240",25825,"protein_coding","beta-secretase 2 [Source:HGNC Symbol;Acc:HGNC:934]"
"FBXL2","FBXL2","ENSG00000153558",25827,"protein_coding","F-box and leucine rich repeat protein 2 [Source:HGNC Symbol;Acc:HGNC:13598]"
"TXN2","TXN2","ENSG00000100348",25828,"protein_coding","thioredoxin 2 [Source:HGNC Symbol;Acc:HGNC:17772]"
"TMEM184B","TMEM184B","ENSG00000198792",25829,"protein_coding","transmembrane protein 184B [Source:HGNC Symbol;Acc:HGNC:1310]"
"SULT4A1","SULT4A1","ENSG00000130540",25830,"protein_coding","sulfotransferase family 4A member 1 [Source:HGNC Symbol;Acc:HGNC:14903]"
"HECTD1","HECTD1","ENSG00000092148",25831,"protein_coding","HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]"
"NBPF14","NBPF14","ENSG00000270629",25832,"protein_coding","NBPF member 14 [Source:HGNC Symbol;Acc:HGNC:25232]"
"POU2F3","POU2F3","ENSG00000137709",25833,"protein_coding","POU class 2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:19864]"
"MGAT4C","MGAT4C","ENSG00000182050",25834,"protein_coding","MGAT4 family member C [Source:HGNC Symbol;Acc:HGNC:30871]"
"NIPBL","NIPBL","ENSG00000164190",25836,"protein_coding","NIPBL cohesin loading factor [Source:HGNC Symbol;Acc:HGNC:28862]"
"RAB26","RAB26","ENSG00000167964",25837,"protein_coding","RAB26, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14259]"
"COG4","COG4","ENSG00000103051",25839,"protein_coding","component of oligomeric golgi complex 4 [Source:HGNC Symbol;Acc:HGNC:18620]"
"METTL7A",NA,NA,NA,NA,NA
"ABTB2","ABTB2","ENSG00000166016",25841,"protein_coding","ankyrin repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23842]"
"ASF1A","ASF1A","ENSG00000111875",25842,"protein_coding","anti-silencing function 1A histone chaperone [Source:HGNC Symbol;Acc:HGNC:20995]"
"MOB4","MOB4","ENSG00000115540",25843,"protein_coding","MOB family member 4, phocein [Source:HGNC Symbol;Acc:HGNC:17261]"
"YIPF3","YIPF3","ENSG00000137207",25844,"protein_coding","Yip1 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:21023]"
"ANAPC13","ANAPC13","ENSG00000129055",25847,"protein_coding","anaphase promoting complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:24540]"
"PARM1","PARM1","ENSG00000169116",25849,"protein_coding","prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:HGNC:24536]"
"ZNF345","ZNF345","ENSG00000251247",25850,"protein_coding","zinc finger protein 345 [Source:HGNC Symbol;Acc:HGNC:16367]"
"TECPR1","TECPR1","ENSG00000205356",25851,"protein_coding","tectonin beta-propeller repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:22214]"
"ARMC8","ARMC8","ENSG00000114098",25852,"protein_coding","armadillo repeat containing 8 [Source:HGNC Symbol;Acc:HGNC:24999]"
"DCAF12","DCAF12","ENSG00000198876",25853,"protein_coding","DDB1 and CUL4 associated factor 12 [Source:HGNC Symbol;Acc:HGNC:19911]"
"FAM149A","FAM149A","ENSG00000109794",25854,"protein_coding","family with sequence similarity 149 member A [Source:HGNC Symbol;Acc:HGNC:24527]"
"BRMS1","BRMS1","ENSG00000174744",25855,"protein_coding","BRMS1 transcriptional repressor and anoikis regulator [Source:HGNC Symbol;Acc:HGNC:17262]"
"CATSPERZ","CATSPERZ","ENSG00000219435",25858,"protein_coding","catsper channel auxiliary subunit zeta [Source:HGNC Symbol;Acc:HGNC:19231]"
"PART1","PART1","ENSG00000152931",25859,"lncRNA","prostate androgen-regulated transcript 1 [Source:HGNC Symbol;Acc:HGNC:17263]"
"WHRN","WHRN","ENSG00000095397",25861,"protein_coding","whirlin [Source:HGNC Symbol;Acc:HGNC:16361]"
"USP49","USP49","ENSG00000164663",25862,"protein_coding","ubiquitin specific peptidase 49 [Source:HGNC Symbol;Acc:HGNC:20078]"
"ABHD14A","ABHD14A","ENSG00000248487",25864,"protein_coding","abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:HGNC:24538]"
"PRKD2","PRKD2","ENSG00000105287",25865,"protein_coding","protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293]"
"SUMF2","SUMF2","ENSG00000129103",25870,"protein_coding","sulfatase modifying factor 2 [Source:HGNC Symbol;Acc:HGNC:20415]"
"NEPRO","NEPRO","ENSG00000163608",25871,"protein_coding","nucleolus and neural progenitor protein [Source:HGNC Symbol;Acc:HGNC:24496]"
"RPL36","RPL36","ENSG00000130255",25873,"protein_coding","ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:13631]"
"MPC2","MPC2","ENSG00000143158",25874,"protein_coding","mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:HGNC:24515]"
"LETMD1","LETMD1","ENSG00000050426",25875,"protein_coding","LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241]"
"SPEF1","SPEF1","ENSG00000101222",25876,"protein_coding","sperm flagellar 1 [Source:HGNC Symbol;Acc:HGNC:15874]"
"MXRA5","MXRA5","ENSG00000101825",25878,"protein_coding","matrix remodeling associated 5 [Source:HGNC Symbol;Acc:HGNC:7539]"
"DCAF13","DCAF13","ENSG00000164934",25879,"protein_coding","DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535]"
"TMEM186","TMEM186","ENSG00000184857",25880,"protein_coding","transmembrane protein 186 [Source:HGNC Symbol;Acc:HGNC:24530]"
"CHRDL2","CHRDL2","ENSG00000054938",25884,"protein_coding","chordin like 2 [Source:HGNC Symbol;Acc:HGNC:24168]"
"POLR1A","POLR1A","ENSG00000068654",25885,"protein_coding","RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:17264]"
"POC1A","POC1A","ENSG00000164087",25886,"protein_coding","POC1 centriolar protein A [Source:HGNC Symbol;Acc:HGNC:24488]"
"ZNF473","ZNF473","ENSG00000142528",25888,"protein_coding","zinc finger protein 473 [Source:HGNC Symbol;Acc:HGNC:23239]"
"ABI3BP","ABI3BP","ENSG00000154175",25890,"protein_coding","ABI family member 3 binding protein [Source:HGNC Symbol;Acc:HGNC:17265]"
"PAMR1","PAMR1","ENSG00000149090",25891,"protein_coding","peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554]"
"TRIM58","TRIM58","ENSG00000162722",25893,"protein_coding","tripartite motif containing 58 [Source:HGNC Symbol;Acc:HGNC:24150]"
"PLEKHG4","PLEKHG4","ENSG00000196155",25894,"protein_coding","pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]"
"EEF1AKMT3","EEF1AKMT3","ENSG00000123427",25895,"protein_coding","EEF1A lysine methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24936]"
"INTS7","INTS7","ENSG00000143493",25896,"protein_coding","integrator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24484]"
"RNF19A","RNF19A","ENSG00000034677",25897,"protein_coding","ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13432]"
"RCHY1","RCHY1","ENSG00000163743",25898,"protein_coding","ring finger and CHY zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17479]"
"IFFO1","IFFO1","ENSG00000010295",25900,"protein_coding","intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]"
"CCDC28A","CCDC28A","ENSG00000024862",25901,"protein_coding","coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:HGNC:21098]"
"MTHFD1L","MTHFD1L","ENSG00000120254",25902,"protein_coding","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like [Source:HGNC Symbol;Acc:HGNC:21055]"
"OLFML2B","OLFML2B","ENSG00000162745",25903,"protein_coding","olfactomedin like 2B [Source:HGNC Symbol;Acc:HGNC:24558]"
"CNOT10","CNOT10","ENSG00000291502",25904,"protein_coding","CCR4-NOT transcription complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:23817]"
"ANAPC15","ANAPC15","ENSG00000110200",25906,"protein_coding","anaphase promoting complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:24531]"
"TMEM158","TMEM158","ENSG00000249992",25907,"protein_coding","transmembrane protein 158 [Source:HGNC Symbol;Acc:HGNC:30293]"
"AHCTF1","AHCTF1","ENSG00000153207",25909,"protein_coding","AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]"
"DPCD","DPCD","ENSG00000166171",25911,"protein_coding","deleted in primary ciliary dyskinesia homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:24542]"
"C1orf43","C1orf43","ENSG00000143612",25912,"protein_coding","chromosome 1 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:29876]"
"POT1","POT1","ENSG00000128513",25913,"protein_coding","protection of telomeres 1 [Source:HGNC Symbol;Acc:HGNC:17284]"
"NDUFAF3","NDUFAF3","ENSG00000178057",25915,"protein_coding","NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:29918]"
"THUMPD3","THUMPD3","ENSG00000134077",25917,"protein_coding","THUMP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24493]"
"NELFB","NELFB","ENSG00000188986",25920,"protein_coding","negative elongation factor complex member B [Source:HGNC Symbol;Acc:HGNC:24324]"
"ZDHHC5","ZDHHC5","ENSG00000156599",25921,"protein_coding","zinc finger DHHC-type palmitoyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:18472]"
"ATL3","ATL3","ENSG00000184743",25923,"protein_coding","atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]"
"MYRIP","MYRIP","ENSG00000170011",25924,"protein_coding","myosin VIIA and Rab interacting protein [Source:HGNC Symbol;Acc:HGNC:19156]"
"ZNF521","ZNF521","ENSG00000198795",25925,"protein_coding","zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]"
"NOL11","NOL11","ENSG00000130935",25926,"protein_coding","nucleolar protein 11 [Source:HGNC Symbol;Acc:HGNC:24557]"
"CNRIP1","CNRIP1","ENSG00000119865",25927,"protein_coding","cannabinoid receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24546]"
"SOSTDC1","SOSTDC1","ENSG00000171243",25928,"protein_coding","sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]"
"GEMIN5","GEMIN5","ENSG00000082516",25929,"protein_coding","gem nuclear organelle associated protein 5 [Source:HGNC Symbol;Acc:HGNC:20043]"
"PTPN23","PTPN23","ENSG00000076201",25930,"protein_coding","protein tyrosine phosphatase non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]"
"CLIC4","CLIC4","ENSG00000169504",25932,"protein_coding","chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518]"
"NIPSNAP3A","NIPSNAP3A","ENSG00000136783",25934,"protein_coding","nipsnap homolog 3A [Source:HGNC Symbol;Acc:HGNC:23619]"
"NSL1","NSL1","ENSG00000117697",25936,"protein_coding","NSL1 component of MIS12 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24548]"
"WWTR1","WWTR1","ENSG00000018408",25937,"protein_coding","WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]"
"HEATR5A","HEATR5A","ENSG00000129493",25938,"protein_coding","HEAT repeat containing 5A [Source:HGNC Symbol;Acc:HGNC:20276]"
"SAMHD1","SAMHD1","ENSG00000101347",25939,"protein_coding","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:15925]"
"FAM98A","FAM98A","ENSG00000119812",25940,"protein_coding","family with sequence similarity 98 member A [Source:HGNC Symbol;Acc:HGNC:24520]"
"TPGS2","TPGS2","ENSG00000134779",25941,"protein_coding","tubulin polyglutamylase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24561]"
"SIN3A","SIN3A","ENSG00000169375",25942,"protein_coding","SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353]"
"NECTIN3","NECTIN3","ENSG00000177707",25945,"protein_coding","nectin cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17664]"
"ZNF385A","ZNF385A","ENSG00000161642",25946,"protein_coding","zinc finger protein 385A [Source:HGNC Symbol;Acc:HGNC:17521]"
"KBTBD2","KBTBD2","ENSG00000170852",25948,"protein_coding","kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751]"
"SYF2","SYF2","ENSG00000117614",25949,"protein_coding","SYF2 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:19824]"
"RWDD3","RWDD3","ENSG00000122481",25950,"protein_coding","RWD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21393]"
"PNKD","PNKD","ENSG00000127838",25953,"protein_coding","PNKD metallo-beta-lactamase domain containing [Source:HGNC Symbol;Acc:HGNC:9153]"
"SEC31B","SEC31B","ENSG00000075826",25956,"protein_coding","SEC31 homolog B, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:23197]"
"PNISR","PNISR","ENSG00000132424",25957,"protein_coding","PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222]"
"KANK2","KANK2","ENSG00000197256",25959,"protein_coding","KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]"
"ADGRA2","ADGRA2","ENSG00000020181",25960,"protein_coding","adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]"
"NUDT13","NUDT13","ENSG00000166321",25961,"protein_coding","nudix hydrolase 13 [Source:HGNC Symbol;Acc:HGNC:18827]"
"VIRMA","VIRMA","ENSG00000164944",25962,"protein_coding","vir like m6A methyltransferase associated [Source:HGNC Symbol;Acc:HGNC:24500]"
"TMEM87A","TMEM87A","ENSG00000103978",25963,"protein_coding","transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522]"
"C2CD2","C2CD2","ENSG00000157617",25966,"protein_coding","C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]"
"SH2B1","SH2B1","ENSG00000178188",25970,"protein_coding","SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]"
"UNC50","UNC50","ENSG00000115446",25972,"protein_coding","unc-50 inner nuclear membrane RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16046]"
"PARS2","PARS2","ENSG00000162396",25973,"protein_coding","prolyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30563]"
"MMACHC","MMACHC","ENSG00000132763",25974,"protein_coding","metabolism of cobalamin associated C [Source:HGNC Symbol;Acc:HGNC:24525]"
"EGFL6","EGFL6","ENSG00000198759",25975,"protein_coding","EGF like domain multiple 6 [Source:HGNC Symbol;Acc:HGNC:3235]"
"TIPARP","TIPARP","ENSG00000163659",25976,"protein_coding","TCDD inducible poly(ADP-ribose) polymerase [Source:HGNC Symbol;Acc:HGNC:23696]"
"NECAP1","NECAP1","ENSG00000089818",25977,"protein_coding","NECAP endocytosis associated 1 [Source:HGNC Symbol;Acc:HGNC:24539]"
"CHMP2B","CHMP2B","ENSG00000083937",25978,"protein_coding","charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537]"
"DHRS7B","DHRS7B","ENSG00000109016",25979,"protein_coding","dehydrogenase/reductase 7B [Source:HGNC Symbol;Acc:HGNC:24547]"
"AAR2","AAR2","ENSG00000131043",25980,"protein_coding","AAR2 splicing factor [Source:HGNC Symbol;Acc:HGNC:15886]"
"DNAH1","DNAH1","ENSG00000114841",25981,"protein_coding","dynein axonemal heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2940]"
"NGDN","NGDN","ENSG00000129460",25983,"protein_coding","neuroguidin [Source:HGNC Symbol;Acc:HGNC:20271]"
"KRT23","KRT23","ENSG00000263309",25984,"protein_coding","keratin 23 [Source:HGNC Symbol;Acc:HGNC:6438]"
"TSKU","TSKU","ENSG00000182704",25987,"protein_coding","tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]"
"HINFP","HINFP","ENSG00000172273",25988,"protein_coding","histone H4 transcription factor [Source:HGNC Symbol;Acc:HGNC:17850]"
"ULK3","ULK3","ENSG00000140474",25989,"protein_coding","unc-51 like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19703]"
"HIGD1A","HIGD1A","ENSG00000181061",25994,"protein_coding","HIG1 hypoxia inducible domain family member 1A [Source:HGNC Symbol;Acc:HGNC:29527]"
